fid, median_age_of_earners_years_2014_15, median_aud_2011_12, sum_aud_2016_17, sum_aud_2011_12, median_aud_2014_15, median_age_of_earners_years_2013_14, median_age_of_earners_years_2012_13, median_age_of_earners_years_2017_18, median_aud_2013_14, sum_aud_2014_15, earners_persons_2011_12, median_aud_2015_16, mean_aud_2013_14, median_age_of_earners_years_2016_17, median_age_of_earners_years_2015_16, median_aud_2016_17, mean_aud_2012_13, mean_aud_2011_12, earners_persons_2015_16, median_aud_2017_18, earners_persons_2013_14, mean_aud_2016_17, sum_aud_2012_13, mean_aud_2015_16, sa2_code, median_age_of_earners_years_2011_12, earners_persons_2012_13, sa2_name, mean_aud_2014_15, median_aud_2012_13, sum_aud_2015_16, mean_aud_2017_18, earners_persons_2014_15, earners_persons_2017_18, earners_persons_2016_17, sum_aud_2013_14, sum_aud_2017_18
737,45.0,43377.0,8.79027406E8,7.01077559E8,47947.0,45.0,45.0,44.0,46973.0,8.08487277E8,11949.0,48742.0,62466.0,44.0,45.0,48951.0,60949.0,58672.0,12890.0,50380.0,12399.0,66107.0,7.42482335E8,65382.0,"207031161",44.0,12182.0,"Blackburn",63711.0,45758.0,8.42769547E8,68474.0,12690.0,13726.0,13297.0,7.74511349E8,9.39869937E8
729,46.0,49920.0,3.65194287E8,2.82667109E8,55304.0,46.0,45.0,47.0,53791.0,3.34571336E8,3800.0,55346.0,82586.0,47.0,46.0,56881.0,76520.0,74386.0,4111.0,58226.0,3917.0,87263.0,2.96360558E8,84910.0,"207011154",45.0,3873.0,"Kew East",83706.0,52038.0,3.49063968E8,89125.0,3997.0,4200.0,4185.0,3.23490148E8,3.74326079E8
730,48.0,54735.0,1.208700188E9,1.019464117E9,58633.0,48.0,48.0,48.0,57086.0,1.126180301E9,10327.0,60234.0,105272.0,48.0,48.0,61533.0,96629.0,98718.0,10825.0,63041.0,10478.0,110484.0,1.007359597E9,111065.0,"207011155",47.0,10425.0,"Surrey Hills (West) - Canterbury",105527.0,55699.0,1.202283969E9,115344.0,10672.0,11079.0,10940.0,1.103042459E9,1.277897863E9
731,46.0,40984.0,4.17897834E8,3.46405514E8,44320.0,46.0,46.0,47.0,43109.0,4.00384754E8,6287.0,46574.0,58040.0,47.0,46.0,45948.0,57460.0,55099.0,6623.0,47352.0,6431.0,62169.0,3.61481895E8,62589.0,"207021156",45.0,6291.0,"Bulleen",61456.0,42982.0,4.14528485E8,63983.0,6515.0,6829.0,6722.0,3.73255598E8,4.36940744E8
732,46.0,37440.0,7.46446134E8,5.90031613E8,40116.0,47.0,47.0,45.0,38939.0,6.68817736E8,11441.0,39751.0,53499.0,45.0,46.0,40490.0,52619.0,51572.0,12401.0,41278.0,11764.0,57534.0,6.15058481E8,57895.0,"207021157",47.0,11689.0,"Doncaster",55545.0,38669.0,7.1795445E8,59361.0,12041.0,13582.0,12974.0,6.29366561E8,8.0623696E8
733,48.0,43632.0,7.89258754E8,7.43020677E8,47083.0,48.0,48.0,49.0,45909.0,7.84078443E8,10629.0,47574.0,72672.0,49.0,49.0,47589.0,71111.0,69905.0,10685.0,47638.0,10619.0,74005.0,7.47374382E8,73686.0,"207021159",48.0,10510.0,"Templestowe",73443.0,45273.0,7.87332107E8,75928.0,10676.0,10792.0,10665.0,7.71708916E8,8.19416553E8
856,45.0,44617.0,7.36530076E8,6.05786916E8,49057.0,45.0,44.0,45.0,47801.0,6.82382873E8,10832.0,50354.0,59091.0,45.0,45.0,51268.0,57803.0,55926.0,11486.0,52995.0,11011.0,63648.0,6.26529699E8,62295.0,"211031265",44.0,10839.0,"Croydon Hills - Warranwood",60846.0,46664.0,7.15516611E8,65765.0,11215.0,11698.0,11572.0,6.50647851E8,7.69323024E8
735,47.0,40329.0,5.50614075E8,4.90866446E8,41939.0,48.0,47.0,47.0,41763.0,5.22682295E8,9009.0,42121.0,57347.0,47.0,47.0,42351.0,56065.0,54486.0,9119.0,43211.0,8933.0,58858.0,5.00775121E8,58439.0,"207021424",47.0,8932.0,"Doncaster East (North)",57142.0,41631.0,5.32907636E8,59891.0,9147.0,9650.0,9355.0,5.12280626E8,5.77944249E8
736,44.0,38392.0,4.37861403E8,3.50971167E8,40668.0,44.0,44.0,43.0,39703.0,3.96096102E8,7192.0,41824.0,51526.0,43.0,44.0,40785.0,50623.0,48800.0,7853.0,40689.0,7342.0,54678.0,3.71269305E8,54297.0,"207021425",44.0,7334.0,"Doncaster East (South)",52554.0,39518.0,4.26398262E8,55094.0,7537.0,8309.0,8008.0,3.78300876E8,4.57775867E8
739,40.0,38830.0,6.36211325E8,5.06432758E8,40894.0,41.0,41.0,38.0,40992.0,5.74787916E8,9640.0,41256.0,55332.0,38.0,40.0,37979.0,54283.0,52535.0,10405.0,37811.0,9845.0,53861.0,5.25246656E8,56502.0,"207031163",40.0,9676.0,"Box Hill",55951.0,39873.0,5.87900266E8,53975.0,10273.0,12330.0,11812.0,5.44746281E8,6.6551433E8
762,45.0,45702.0,4.77213384E8,3.94469901E8,49498.0,45.0,44.0,46.0,48758.0,4.42438515E8,6653.0,50431.0,60312.0,45.0,45.0,52287.0,60892.0,59292.0,7089.0,54598.0,6875.0,65850.0,4.10107231E8,64371.0,"208031185",44.0,6735.0,"Carrum - Patterson Lakes",63178.0,47323.0,4.56324135E8,68945.0,7003.0,7302.0,7247.0,4.14641662E8,5.03438219E8
752,41.0,51411.0,1.314700634E9,9.89543767E8,56837.0,41.0,41.0,40.0,54364.0,1.203099708E9,12486.0,57098.0,86392.0,41.0,41.0,57450.0,81708.0,79252.0,13659.0,58709.0,13037.0,93254.0,1.040139681E9,90900.0,"208021177",41.0,12730.0,"Caulfield - North",89898.0,53000.0,1.241606257E9,92598.0,13383.0,14633.0,14098.0,1.12629555E9,1.354984128E9
741,41.0,37233.0,3.39222302E8,2.73645898E8,38188.0,42.0,42.0,37.0,38314.0,3.16447435E8,5414.0,37193.0,53421.0,39.0,41.0,35735.0,52698.0,50544.0,5971.0,35000.0,5656.0,53303.0,2.92948953E8,53645.0,"207031165",42.0,5559.0,"Burwood",53726.0,38468.0,3.20313152E8,53470.0,5890.0,6815.0,6364.0,3.02151757E8,3.64396289E8
740,44.0,42714.0,6.53032654E8,5.36192524E8,46155.0,44.0,44.0,43.0,44843.0,6.09294178E8,9534.0,46150.0,59763.0,44.0,44.0,46114.0,57688.0,56240.0,9990.0,46864.0,9839.0,62894.0,5.5894272E8,62143.0,"207031164",44.0,9689.0,"Box Hill North",61082.0,43593.0,6.20804391E8,64453.0,9975.0,10768.0,10383.0,5.88008254E8,6.94026343E8
744,50.0,49157.0,8.23588285E8,6.48906203E8,53975.0,50.0,49.0,50.0,52438.0,7.65865561E8,8354.0,54838.0,84379.0,50.0,50.0,57104.0,80358.0,77676.0,8965.0,57097.0,8615.0,90674.0,6.81196928E8,89193.0,"208011168",49.0,8477.0,"Beaumaris",87199.0,50443.0,7.99614742E8,92062.0,8783.0,9252.0,9083.0,7.26924954E8,8.51754865E8
753,45.0,47108.0,9.41097376E8,7.27753433E8,52436.0,45.0,45.0,45.0,50944.0,8.49368743E8,10425.0,54611.0,74687.0,45.0,45.0,55608.0,71423.0,69808.0,11378.0,57298.0,10815.0,80622.0,7.58293753E8,79822.0,"208021178",44.0,10617.0,"Caulfield - South",75945.0,49785.0,9.08211645E8,82784.0,11184.0,11818.0,11673.0,8.07739772E8,9.78346776E8
745,50.0,59129.0,2.063860976E9,1.680016315E9,65212.0,50.0,50.0,50.0,63530.0,1.958154251E9,14390.0,66607.0,126031.0,50.0,50.0,66389.0,118592.0,116749.0,15761.0,67255.0,15006.0,128678.0,1.714600961E9,128527.0,"208011169",49.0,14458.0,"Brighton (Vicnp)",126939.0,61365.0,2.025717347E9,136482.0,15426.0,16312.0,16039.0,1.89121703E9,2.226296373E9
754,42.0,51744.0,6.91326961E8,5.13485406E8,56939.0,42.0,42.0,41.0,55526.0,6.10915124E8,6775.0,57884.0,83299.0,42.0,42.0,59067.0,77546.0,75791.0,7553.0,60327.0,7014.0,89585.0,5.34992646E8,85428.0,"208021179",41.0,6899.0,"Elsternwick",84113.0,53423.0,6.45235509E8,90346.0,7263.0,7932.0,7717.0,5.84259819E8,7.16623663E8
749,49.0,52933.0,1.057551343E9,8.11821821E8,57931.0,49.0,49.0,49.0,55565.0,9.62390057E8,9588.0,59840.0,90711.0,49.0,49.0,60421.0,87245.0,84671.0,10711.0,61573.0,9991.0,96801.0,8.53170161E8,93302.0,"208011173",48.0,9779.0,"Sandringham - Black Rock",91972.0,54238.0,9.99353879E8,100966.0,10464.0,11206.0,10925.0,9.0629067E8,1.131425195E9
857,41.0,42546.0,5.45365985E8,4.40151534E8,44900.0,41.0,41.0,39.0,43980.0,5.01701939E8,8987.0,45875.0,51438.0,40.0,40.0,46758.0,51218.0,48976.0,9790.0,48466.0,9203.0,54646.0,4.61369643E8,53644.0,"211031266",41.0,9008.0,"Ringwood",52529.0,43989.0,5.25173622E8,57209.0,9551.0,10495.0,9980.0,4.73384325E8,6.00410984E8
763,42.0,44906.0,5.20285938E8,3.98657971E8,50685.0,42.0,41.0,42.0,48357.0,4.52360094E8,7713.0,52301.0,54938.0,42.0,42.0,53769.0,53625.0,51686.0,8143.0,55691.0,7769.0,61711.0,4.10663925E8,59615.0,"208031186",41.0,7658.0,"Chelsea - Bonbeach",57138.0,47306.0,4.85442463E8,65349.0,7917.0,8610.0,8431.0,4.26816776E8,5.62655383E8
765,43.0,43299.0,8.48554385E8,6.09874051E8,47510.0,43.0,43.0,43.0,46530.0,7.19154574E8,11751.0,49316.0,56079.0,43.0,43.0,51032.0,54121.0,51900.0,12965.0,53465.0,12178.0,62833.0,6.42634268E8,59713.0,"208031188",43.0,11874.0,"Cheltenham - Highett (East)",57620.0,45310.0,7.74175174E8,64774.0,12481.0,13946.0,13505.0,6.82933429E8,9.03333762E8
767,44.0,46245.0,5.58116391E8,4.23753079E8,50067.0,44.0,44.0,44.0,47978.0,5.08951471E8,7369.0,52057.0,61707.0,44.0,44.0,52385.0,59735.0,57505.0,8035.0,54225.0,7809.0,66945.0,4.52017549E8,65598.0,"208031190",44.0,7567.0,"Mentone",63452.0,47374.0,5.27080188E8,68079.0,8021.0,8524.0,8337.0,4.81873611E8,5.80304638E8
773,42.0,41413.0,2.92065118E8,2.45558383E8,42792.0,42.0,42.0,42.0,42361.0,2.72002638E8,5188.0,44344.0,50038.0,43.0,42.0,44655.0,48925.0,47332.0,5435.0,45700.0,5243.0,53355.0,2.54215207E8,52573.0,"209011196",42.0,5196.0,"Bundoora - East",50596.0,41935.0,2.85735382E8,56074.0,5376.0,5660.0,5474.0,2.62348356E8,3.17381454E8
766,44.0,46621.0,5.26781822E8,3.95252822E8,51458.0,43.0,43.0,44.0,50006.0,4.73773478E8,7017.0,53438.0,61504.0,44.0,44.0,54869.0,58121.0,56328.0,7655.0,57916.0,7271.0,67797.0,4.12429388E8,65331.0,"208031189",43.0,7096.0,"Edithvale - Aspendale",63263.0,48181.0,5.00112411E8,71182.0,7489.0,7988.0,7770.0,4.47194898E8,5.68601482E8
811,null,null,724667.0,null,null,null,null,46.0,null,null,null,null,null,48.0,null,24967.0,null,null,null,27711.0,null,40259.0,null,null,"210011227",null,null,"Essendon Airport",null,null,null,42355.0,null,19.0,18.0,null,804752.0
768,43.0,44406.0,3.30337951E8,2.62170957E8,48150.0,43.0,42.0,43.0,46638.0,2.95884174E8,4802.0,49514.0,57775.0,43.0,43.0,50347.0,56218.0,54596.0,5159.0,51528.0,4927.0,62469.0,2.68104061E8,61236.0,"208031191",42.0,4769.0,"Moorabbin - Heatherton",59224.0,45818.0,3.15914714E8,64276.0,4996.0,5521.0,5288.0,2.84655689E8,3.54869409E8
769,null,null,468034.0,null,null,null,null,54.0,null,null,null,null,null,53.0,null,65632.0,null,null,null,50000.0,null,66862.0,null,null,"208031192",null,null,"Moorabbin Airport",null,null,null,60501.0,null,8.0,7.0,null,484008.0
774,44.0,45410.0,8.07242418E8,6.6014787E8,50539.0,44.0,44.0,44.0,49020.0,7.4116964E8,12197.0,52197.0,57505.0,44.0,44.0,53472.0,55862.0,54124.0,12637.0,54987.0,12250.0,63308.0,6.86102043E8,61861.0,"209011197",44.0,12282.0,"Greensborough",59493.0,47101.0,7.81743363E8,65342.0,12458.0,12960.0,12751.0,7.0443138E8,8.46828331E8
786,40.0,42781.0,4.47173594E8,3.21244545E8,48086.0,40.0,40.0,40.0,45549.0,3.87947028E8,6364.0,50124.0,54285.0,40.0,40.0,50434.0,53017.0,50478.0,7069.0,52506.0,6598.0,60989.0,3.42964491E8,59436.0,"209021429",39.0,6469.0,"Preston - West",57363.0,44646.0,4.20149983E8,63787.0,6763.0,7586.0,7332.0,3.58171004E8,4.83888704E8
781,42.0,46143.0,3.17638064E8,2.59363334E8,50600.0,42.0,42.0,42.0,49033.0,2.94826372E8,5012.0,51999.0,55158.0,42.0,42.0,53514.0,53839.0,51748.0,5264.0,53672.0,5056.0,60045.0,2.68442617E8,58456.0,"209011204",41.0,4986.0,"Watsonia",57137.0,47777.0,3.07709913E8,61633.0,5160.0,5384.0,5290.0,2.78879556E8,3.31830644E8
791,45.0,47874.0,4.66127888E8,3.70097012E8,51794.0,45.0,45.0,45.0,50440.0,4.23195137E8,5798.0,53578.0,68118.0,46.0,45.0,54993.0,66138.0,63832.0,6076.0,57025.0,5952.0,75061.0,3.80027471E8,71079.0,"209031213",44.0,5746.0,"Plenty - Yarrambat",70182.0,49463.0,4.31876147E8,76598.0,6030.0,6316.0,6210.0,4.05439489E8,4.83790933E8
792,47.0,47586.0,3.45296476E8,2.88223466E8,52005.0,47.0,47.0,47.0,49880.0,3.15188493E8,4040.0,53130.0,72134.0,47.0,47.0,54167.0,71791.0,71342.0,4256.0,55958.0,4181.0,79708.0,2.95277017E8,77915.0,"209031214",47.0,4113.0,"Research - North Warrandyte",74566.0,47762.0,3.316066E8,80173.0,4227.0,4456.0,4332.0,3.01591151E8,3.57249005E8
795,41.0,39983.0,1.62964058E8,1.41394993E8,42130.0,41.0,41.0,40.0,42044.0,1.52429365E8,3201.0,41924.0,46029.0,41.0,41.0,41720.0,45775.0,44172.0,3248.0,43578.0,3198.0,48100.0,1.45335969E8,48083.0,"209041217",40.0,3175.0,"Bundoora - West",47075.0,41133.0,1.56173036E8,49927.0,3238.0,3454.0,3388.0,1.47202054E8,1.72448618E8
796,38.0,37410.0,4.9315293E8,3.58264226E8,39798.0,39.0,39.0,37.0,39093.0,4.28159147E8,8858.0,40712.0,42567.0,38.0,38.0,41250.0,41906.0,40445.0,10104.0,42243.0,9266.0,46445.0,3.77950914E8,45109.0,"209041219",39.0,9019.0,"Lalor",43995.0,38245.0,4.55779435E8,47815.0,9732.0,11055.0,10618.0,3.94429273E8,5.28599722E8
770,44.0,46996.0,8.6328663E8,6.427187E8,52765.0,44.0,43.0,45.0,51291.0,7.8163882E8,11027.0,53765.0,63310.0,44.0,44.0,56029.0,61092.0,58286.0,12059.0,58033.0,11581.0,69800.0,6.88746776E8,68029.0,"208031193",43.0,11274.0,"Mordialloc - Parkdale",65706.0,49078.0,8.20363518E8,73482.0,11896.0,12671.0,12368.0,7.33192469E8,9.31093801E8
782,40.0,39494.0,3.21796386E8,2.55226267E8,40216.0,41.0,40.0,38.0,40300.0,2.90922728E8,4848.0,42174.0,55228.0,40.0,40.0,41291.0,54756.0,52646.0,5340.0,41039.0,4992.0,56804.0,2.66495831E8,57615.0,"209021205",40.0,4867.0,"Kingsbury",56239.0,41523.0,3.07662374E8,56812.0,5173.0,6110.0,5665.0,2.75698471E8,3.47119725E8
783,37.0,39664.0,7.08110835E8,5.30328233E8,42222.0,37.0,38.0,36.0,41161.0,6.21304497E8,12039.0,43497.0,46485.0,37.0,37.0,44424.0,45557.0,44051.0,13550.0,45257.0,12429.0,50178.0,5.5898675E8,49016.0,"209021207",37.0,12270.0,"Reservoir - East",47756.0,40806.0,6.64167219E8,51497.0,13010.0,14937.0,14112.0,5.777618E8,7.69211532E8
784,39.0,40139.0,6.94418903E8,5.33306157E8,43698.0,39.0,39.0,39.0,42250.0,6.11448066E8,11514.0,45033.0,48688.0,39.0,39.0,46001.0,47724.0,46318.0,12529.0,47756.0,11940.0,53200.0,5.57896774E8,51818.0,"209021208",39.0,11690.0,"Reservoir - West",50164.0,41532.0,6.49225466E8,55123.0,12189.0,13471.0,13053.0,5.81333155E8,7.42568481E8
771,43.0,55911.0,1.521823265E9,1.240797282E9,62130.0,43.0,42.0,43.0,60074.0,1.4405129E9,12800.0,63991.0,104655.0,43.0,44.0,64668.0,98413.0,96937.0,13330.0,66233.0,13120.0,108873.0,1.280949113E9,110207.0,"208041194",42.0,13016.0,"Malvern - Glen Iris",107213.0,58824.0,1.469063578E9,114118.0,13436.0,14381.0,13978.0,1.373069785E9,1.641125724E9
807,38.0,46426.0,4.12522522E8,2.85143776E8,50159.0,38.0,38.0,39.0,48501.0,3.6369798E8,5500.0,51714.0,54316.0,39.0,39.0,52318.0,53554.0,51844.0,6635.0,54061.0,6173.0,59330.0,3.10613597E8,57949.0,"209041435",37.0,5800.0,"South Morang (North)",56092.0,48024.0,3.84493562E8,61329.0,6484.0,7174.0,6953.0,3.35294459E8,4.39976356E8
772,44.0,50487.0,1.275748981E9,1.013136231E9,56252.0,44.0,43.0,43.0,54118.0,1.182093147E9,12254.0,57116.0,88953.0,44.0,44.0,58012.0,86103.0,82678.0,12785.0,59019.0,12373.0,94521.0,1.06811282E9,92240.0,"208041195",43.0,12405.0,"Malvern East",92445.0,52796.0,1.179290255E9,98625.0,12787.0,13831.0,13497.0,1.100614339E9,1.364086512E9
787,46.0,48035.0,1.054015571E9,9.01989545E8,51809.0,46.0,46.0,47.0,50622.0,9.79311447E8,14547.0,53864.0,64881.0,47.0,47.0,55062.0,63799.0,62005.0,14758.0,56728.0,14497.0,71145.0,9.24633767E8,69362.0,"209031209",45.0,14493.0,"Eltham",66670.0,49567.0,1.023645072E9,73534.0,14689.0,15097.0,14815.0,9.40584995E8,1.110138043E9
788,45.0,45340.0,1.33103E8,1.15067147E8,46366.0,45.0,45.0,46.0,47392.0,1.19175206E8,2109.0,50232.0,56326.0,45.0,45.0,49592.0,54558.0,54560.0,2153.0,53364.0,2095.0,59983.0,1.14789416E8,58656.0,"209031210",45.0,2104.0,"Hurstbridge",55951.0,45533.0,1.26285582E8,64296.0,2130.0,2210.0,2219.0,1.18002476E8,1.42094E8
789,45.0,39992.0,1.22131304E8,9.5523898E7,44950.0,45.0,44.0,45.0,43310.0,1.07102393E8,2045.0,44441.0,49775.0,45.0,45.0,45239.0,50102.0,46711.0,2179.0,46711.0,2073.0,54016.0,1.01056685E8,52004.0,"209031211",43.0,2017.0,"Kinglake",50928.0,42919.0,1.13315859E8,55315.0,2103.0,2273.0,2261.0,1.03183617E8,1.25730844E8
790,48.0,42210.0,2.12081215E8,1.77027552E8,44799.0,48.0,48.0,49.0,44112.0,1.95419234E8,3014.0,45846.0,63187.0,49.0,49.0,48770.0,64101.0,58735.0,3187.0,48745.0,3071.0,64443.0,1.96918729E8,63572.0,"209031212",48.0,3072.0,"Panton Hill - St Andrews",62117.0,42644.0,2.0260407E8,68166.0,3146.0,3334.0,3291.0,1.94046181E8,2.27266251E8
775,43.0,47677.0,5.84375789E8,4.80822589E8,51489.0,43.0,43.0,43.0,50499.0,5.58481205E8,8209.0,52144.0,62707.0,43.0,43.0,53646.0,60831.0,58573.0,8921.0,56659.0,8407.0,64034.0,5.06779543E8,65733.0,"209011198",43.0,8331.0,"Heidelberg - Rosanna",64512.0,48607.0,5.86400198E8,71117.0,8657.0,9515.0,9126.0,5.27179263E8,6.76675316E8
810,41.0,45090.0,2.72197583E8,1.98216703E8,50094.0,41.0,41.0,41.0,48941.0,2.39066339E8,3923.0,52329.0,55197.0,41.0,41.0,53575.0,52510.0,50527.0,4298.0,55912.0,4082.0,60758.0,2.07258871E8,58809.0,"210011226",41.0,3947.0,"Airport West",56238.0,46837.0,2.52759567E8,63576.0,4251.0,4639.0,4480.0,2.25314852E8,2.94930254E8
776,38.0,40229.0,4.00590743E8,2.92359481E8,43755.0,38.0,38.0,37.0,42013.0,3.37126468E8,6283.0,45343.0,49242.0,37.0,37.0,46681.0,48158.0,46532.0,7077.0,47865.0,6482.0,54413.0,3.0522255E8,52693.0,"209011199",38.0,6338.0,"Heidelberg West",50688.0,41178.0,3.72906591E8,56266.0,6651.0,7847.0,7362.0,3.19184299E8,4.41523083E8
777,45.0,51592.0,6.44240172E8,4.79121687E8,57643.0,45.0,45.0,44.0,54659.0,5.83034152E8,6768.0,57581.0,75535.0,44.0,44.0,59140.0,74458.0,70792.0,7458.0,61543.0,7095.0,83451.0,5.09962174E8,81344.0,"209011200",44.0,6849.0,"Ivanhoe",81418.0,53147.0,6.06660505E8,88705.0,7161.0,8123.0,7720.0,5.35921652E8,7.20547637E8
801,45.0,41837.0,2.63533048E8,2.11198702E8,45045.0,45.0,44.0,45.0,43565.0,2.37870072E8,4115.0,46922.0,52943.0,45.0,45.0,49063.0,52045.0,51324.0,4375.0,50795.0,4189.0,58420.0,2.11927915E8,55654.0,"209041225",44.0,4072.0,"Whittlesea",54708.0,42836.0,2.43484797E8,61101.0,4348.0,4724.0,4511.0,2.21778409E8,2.88641992E8
778,49.0,54158.0,5.72402023E8,4.54306882E8,59374.0,49.0,49.0,49.0,58689.0,5.24840185E8,5130.0,59785.0,94634.0,49.0,49.0,60959.0,89719.0,88559.0,5395.0,63761.0,5127.0,105028.0,4.59452461E8,101104.0,"209011201",48.0,5121.0,"Ivanhoe East - Eaglemont",99064.0,56129.0,5.45453741E8,109674.0,5298.0,5529.0,5450.0,4.85188127E8,6.06390147E8
779,45.0,46845.0,6.88449195E8,5.78731687E8,51461.0,45.0,44.0,45.0,49214.0,6.27907675E8,9684.0,53139.0,61855.0,45.0,44.0,54620.0,61082.0,59762.0,9895.0,56972.0,9655.0,68612.0,5.86819399E8,64583.0,"209011202",44.0,9607.0,"Montmorency - Briar Hill",64249.0,48779.0,6.39047259E8,70820.0,9773.0,10176.0,10034.0,5.97208611E8,7.2066269E8
780,44.0,46214.0,6.82611787E8,5.70528727E8,50285.0,43.0,43.0,44.0,48805.0,6.28649646E8,10404.0,51038.0,57897.0,44.0,44.0,52582.0,56794.0,54837.0,10730.0,53932.0,10433.0,63094.0,5.8724694E8,61468.0,"209011203",43.0,10340.0,"Viewbank - Yallambie",59526.0,47512.0,6.59552675E8,64718.0,10561.0,11003.0,10819.0,6.04036554E8,7.12086886E8
802,38.0,50881.0,7.2449287E8,4.18145007E8,52095.0,37.0,37.0,39.0,51688.0,5.87841447E8,7537.0,52685.0,56891.0,38.0,38.0,53676.0,56295.0,55479.0,11056.0,55044.0,9437.0,59629.0,4.86447045E8,58861.0,"209041430",36.0,8641.0,"Doreen",57733.0,51466.0,6.50765711E8,62163.0,10182.0,12892.0,12150.0,5.36880396E8,8.01401219E8
785,38.0,40846.0,6.60714075E8,4.65122324E8,45001.0,38.0,38.0,37.0,43731.0,5.59434414E8,9838.0,46665.0,51002.0,37.0,37.0,48132.0,50138.0,47278.0,10976.0,49779.0,10220.0,56088.0,4.97674405E8,53737.0,"209021428",37.0,9926.0,"Preston - East",52455.0,42833.0,5.89822385E8,58367.0,10665.0,12110.0,11780.0,5.21239243E8,7.06823689E8
814,43.0,47807.0,2.90829945E8,2.14829592E8,52604.0,43.0,43.0,44.0,50519.0,2.65328842E8,3740.0,54618.0,62172.0,43.0,43.0,54804.0,60293.0,57441.0,4191.0,56809.0,3957.0,67447.0,2.30199361E8,66537.0,"210011230",42.0,3818.0,"Niddrie - Essendon West",63812.0,50160.0,2.78856138E8,69816.0,4158.0,4434.0,4312.0,2.46015459E8,3.09563926E8
793,44.0,46404.0,5.85785721E8,4.75822736E8,51157.0,44.0,44.0,45.0,49203.0,5.36057248E8,8306.0,52615.0,61040.0,44.0,44.0,53989.0,60084.0,57287.0,8663.0,55982.0,8306.0,65796.0,4.98335464E8,64015.0,"209031215",43.0,8294.0,"Wattle Glen - Diamond Creek",62274.0,48238.0,5.54564331E8,67781.0,8608.0,9051.0,8903.0,5.06995823E8,6.13483231E8
803,39.0,41029.0,3.56236491E8,2.9107295E8,42807.0,40.0,39.0,39.0,42660.0,3.17648215E8,6458.0,44370.0,47007.0,39.0,39.0,44885.0,46504.0,45072.0,6839.0,46641.0,6490.0,50104.0,3.01576914E8,49193.0,"209041431",39.0,6485.0,"Epping - East",47255.0,41989.0,3.36430323E8,52271.0,6722.0,7227.0,7110.0,3.05078258E8,3.77760788E8
804,39.0,39910.0,2.10307114E8,1.80851085E8,42028.0,39.0,39.0,38.0,40907.0,1.92886364E8,4220.0,42845.0,44230.0,38.0,39.0,43097.0,44866.0,42856.0,4321.0,43767.0,4132.0,47080.0,1.83952443E8,46802.0,"209041432",38.0,4100.0,"Epping - South",45610.0,41314.0,2.02230521E8,48547.0,4229.0,4538.0,4467.0,1.82758434E8,2.20306412E8
794,40.0,41284.0,2.36533582E8,1.58741975E8,43518.0,40.0,40.0,40.0,44151.0,2.02697596E8,3215.0,45424.0,53203.0,40.0,40.0,46226.0,52498.0,49375.0,3949.0,47008.0,3534.0,56560.0,1.76445919E8,54954.0,"209041216",40.0,3361.0,"Bundoora - North",53482.0,43532.0,2.17014173E8,57965.0,3790.0,4373.0,4182.0,1.88019636E8,2.53480138E8
805,35.0,46109.0,3.17215692E8,1.90994937E8,47006.0,35.0,34.0,37.0,46949.0,2.70343594E8,3894.0,47317.0,50331.0,36.0,36.0,48002.0,50051.0,49049.0,5590.0,48478.0,4767.0,52975.0,2.1997468E8,52061.0,"209041433",34.0,4395.0,"Epping - West",51416.0,46856.0,2.91018926E8,54323.0,5258.0,6154.0,5988.0,2.39926754E8,3.34303227E8
806,36.0,49133.0,5.65146649E8,2.48141021E8,50936.0,35.0,35.0,36.0,50919.0,4.13610855E8,4716.0,51103.0,54654.0,36.0,36.0,51442.0,54038.0,52617.0,8574.0,53190.0,6553.0,56600.0,3.11961912E8,55816.0,"209041434",35.0,5773.0,"Mernda",55758.0,50039.0,4.78563095E8,58609.0,7418.0,10820.0,9985.0,3.58150133E8,6.34144756E8
797,43.0,41867.0,5.81880983E8,4.87962589E8,45765.0,42.0,42.0,42.0,44495.0,5.34235662E8,10330.0,46981.0,50157.0,42.0,43.0,47643.0,49353.0,47237.0,10320.0,49127.0,10233.0,54719.0,5.03894392E8,53222.0,"209041220",42.0,10210.0,"Mill Park - North",51817.0,43716.0,5.49250114E8,55737.0,10310.0,10733.0,10634.0,5.13251988E8,5.98222344E8
798,42.0,41590.0,3.56792074E8,3.14037324E8,45234.0,42.0,41.0,41.0,44445.0,3.34986479E8,6838.0,46317.0,48882.0,41.0,41.0,47167.0,47892.0,45925.0,6752.0,47934.0,6664.0,52079.0,3.2360745E8,51092.0,"209041221",41.0,6757.0,"Mill Park - South",49783.0,43053.0,3.44974486E8,53472.0,6729.0,6909.0,6851.0,3.25747958E8,3.69439064E8
799,39.0,36932.0,4.38450772E8,3.70512262E8,38981.0,39.0,39.0,38.0,38608.0,4.00877032E8,9103.0,39813.0,42620.0,38.0,38.0,40228.0,42459.0,40702.0,9241.0,41612.0,8974.0,45131.0,3.75467793E8,44276.0,"209041223",39.0,8843.0,"Thomastown",43347.0,38268.0,4.09154727E8,46808.0,9248.0,10049.0,9715.0,3.82471735E8,4.70369836E8
